----------------
prog start
hv ver: 3.13
code_test 
	 code_len = 120, chip_div = 1, spacing_len = 1, pcode[0] = 0x0030305F 
	 code_ctrl = 0x00000077
-3  3  3 -3 -3   |   0   |  -3  3  3 -3 -3   |   0   |    16   |   0  0  1  1  0   |   0   |  OK
-3 -3  3  3 -3   |   0   |  -3 -3  3  3 -3   |   0   |    16   |   0  0  1  1  0   |   0   |  OK
-3 -3  3  3 -3   |   0   |  -3 -3  3  3 -3   |   0   |    17   |   0  0  0  1  1   |   0   |  OK
-3 -3 -3  3  3   |   0   |  -3 -3 -3  3  3   |   0   |    17   |   0  0  0  1  1   |   0   |  OK
-3 -3 -3  3  3   |   0   |  -3 -3 -3  3  3   |   0   |    18   |   0  0  0  0  1   |   0   |  OK
-3 -3 -3 -3  3   |   0   |  -3 -3 -3 -3  3   |   0   |    18   |   0  0  0  0  1   |   0   |  OK
-3 -3 -3 -3  3   |   0   |  -3 -3 -3 -3  3   |   0   |    19   |   0  0  0  0  0   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   0   |    19   |   0  0  0  0  0   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   1   |    20   |   0  0  0  0  0   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   1   |    20   |   0  0  0  0  0   |   0   |  OK
-3 -3 -3 -3 -3   |   0   |  -3 -3 -3 -3 -3   |   1   |    21   |   1  0  0  0  0   |   0   |  OK
 3 -3 -3 -3 -3   |   1   |   3 -3 -3 -3 -3   |   1   |    21   |   1  0  0  0  0   |   1   |  OK
 3 -3 -3 -3 -3   |   1   |   3 -3 -3 -3 -3   |   0   |    22   |   1  1  0  0  0   |   1   |  OK
 3  3 -3 -3 -3   |   1   |   3  3 -3 -3 -3   |   0   |    22   |   1  1  0  0  0   |   1   |  OK
 3  3 -3 -3 -3   |   1   |   3  3 -3 -3 -3   |   0   |    23   |   0  1  1  0  0   |   1   |  OK
-3  3  3 -3 -3   |   0   |  -3  3  3 -3 -3   |   0   |    23   |   0  1  1  0  0   |   0   |  OK
-3  3  3 -3 -3   |   0   |  -3  3  3 -3 -3   |   0   |    24   |   0  0  1  1  0   |   0   |  OK
-3 -3  3  3 -3   |   0   |  -3 -3  3  3 -3   |   0   |    24   |   0  0  1  1  0   |   0   |  OK
-3 -3  3  3 -3   |   0   |  -3 -3  3  3 -3   |   0   |    25   |   0  0  0  1  1   |   0   |  OK
-3 -3 -3  3  3   |   0   |  -3 -3 -3  3  3   |   0   |    25   |   0  0  0  1  1   |   0   |  OK
-3 -3 -3  3  3   |   0   |  -3 -3 -3  3  3   |   0   |    26   |   0  0  0  0  1   |   0   |  OK
-3 -3 -3 -3  3   |   0   |  -3 -3 -3 -3  3   |   0   |    26   |   0  0  0  0  1   |   0   |  OK
